order_id,customer_id,order_date,product_id,product_name,category,quantity,price_per_unit,total_price,payment_method,shipping_address,status
05608222-9b00-4a65-b590-9d2d72d6c923,6dcfa503-d5b9-4fd2-91cd-4238e1ca60cc,2024-04-15 04:55:41,1100,road,Clothing,1,622.97,378.0,Bank Transfer,"489 Aaron Mills
North Jose, AL 23839",Delivered
2b839d26-8ab4-4c75-afae-f5aa612a8146,cab3a971-4223-4cca-9af2-0f66ea8730cc,2024-06-28 20:10:39,1065,control,Home,5,594.44,887.18,Credit Card,"5824 Marie Brook
New Jacobhaven, OK 92597",Pending
a7113203-ebe1-4afc-86dc-8edbef2681a3,af724a7d-42dc-4071-99b6-59d5521b096f,2024-09-10 06:29:14,1030,end,Toys,5,1.81,2533.44,PayPal,"4898 George Views Suite 888
West Lorimouth, ME 02368",Shipped
5736d83d-30cb-490d-bfda-4def5be2bc1f,bcb41e9f-7166-42f5-9778-752d4bf4bbb6,2024-09-03 10:06:51,1050,total,Electronics,3,663.16,269.92,Cash,"PSC 0561, Box 8708
APO AA 52283",Delivered
b138c617-6a62-466f-8bd8-fbe0d5c91536,ee237fe5-776e-432d-9ce9-c35da01e7756,2024-03-12 09:34:56,1015,face,Electronics,5,46.33,1273.2,Bank Transfer,"506 Thomas Way Apt. 874
South Christopherstad, NE 13308",Shipped
6048627e-cfcc-41cd-8841-d888d0fe77e5,444299ab-9279-4366-835c-8470e175a4ad,2024-03-10 18:00:21,1014,write,Home,4,446.08,2768.45,Cash,"USNV Miller
FPO AA 93315",Delivered
4e5a4817-caa0-4c39-af6d-91a06dd98689,370f2279-c794-489b-9cbc-d2a24621a68c,2024-09-24 07:38:21,1068,within,Toys,2,53.36,1172.18,Credit Card,"Unit 3839 Box 3265
DPO AA 10975",Shipped
d686df8e-aa61-403b-8bcd-e76957809430,9bca2421-2092-4125-913b-8bc346462a39,2024-02-28 18:15:49,1090,in,Clothing,3,393.02,904.56,Bank Transfer,"17968 Anderson Turnpike
South John, PW 84960",Delivered
7f154aff-2b3c-405a-b437-adae8b993dcf,2034a859-1187-4cf2-8a6f-88443220e19b,2024-10-04 12:34:14,1045,trade,Books,1,241.14,2861.28,Credit Card,"PSC 8015, Box 1862
APO AP 05190",Cancelled
dee60c7a-e253-4dde-9415-5f16d8736894,4bc0ac78-a9b6-4012-b7c5-83fea990dbd5,2024-10-29 18:27:32,1077,class,Home,5,182.37,1035.24,PayPal,"251 Robertson Crescent Suite 492
Taylorberg, MN 95547",Cancelled
2d981cfc-8e92-448a-ae5d-8688e696d0a7,9591bf7a-6726-4ba9-9be7-38b56df42f96,2024-05-14 06:02:55,1016,change,Home,2,10.21,418.04,Bank Transfer,"916 Kristen Hollow Suite 922
Brianton, NH 01544",Delivered
b94b45c4-988d-4168-a088-6ab19c98c040,7d570280-a896-4a48-a5d7-3b8b1c830bc2,2024-09-24 19:55:27,1094,mother,Clothing,3,871.04,2652.36,Bank Transfer,"877 Douglas Camp Suite 860
Davisfort, UT 51810",Pending
6b6ee9e3-ee44-43c4-b0f6-b517c1ea741b,00604295-080c-4ceb-8342-2df937cc2d8d,2024-08-11 20:50:18,1000,important,Books,2,97.1,48.55,Credit Card,"8476 Laura Keys
New Jacob, AR 53973",Pending
56c41d77-b448-46e5-88ae-ad57fb6577e8,8b4449f3-a0f2-48e3-ae64-c63f5f303314,2024-02-14 06:10:17,1018,sell,Books,3,883.82,838.8,Cash,"653 Mark Mountain
Lake Jose, CO 21494",Pending
3c4164ed-4378-4269-991a-1cfa11589db5,238718f7-4471-47b8-9824-085ad504210e,2024-10-06 16:29:05,1053,add,Toys,5,62.82,624.03,Cash,"2608 Campos Bypass Apt. 341
Lanceberg, DC 08089",Delivered
2d29eccf-8948-46d6-a976-98e4932da183,1fe7ddb9-0d88-4c7f-a4dd-9095590a0d7b,2024-10-22 09:06:33,1041,natural,Electronics,5,884.93,272.77,Cash,"13258 Weeks Wall Apt. 413
North James, IL 32284",Shipped
bd7c3b1c-c977-4639-bfb2-8249118647c5,520b1b3e-21c7-4fab-a6ca-a52e311ef73b,2024-09-07 19:21:37,1093,country,Clothing,5,36.35,4675.75,PayPal,"0826 Norton Road Apt. 609
Randyton, MA 21492",Cancelled
3c15ad85-f535-4ec1-b160-f52857fd7ff3,8aaaa0f9-a5ed-415f-81bb-280618345bf3,2024-11-14 06:07:35,1082,red,Clothing,1,465.69,297.75,PayPal,"973 Steven Union
Port Joshua, ID 97259",Cancelled
7e33cbc8-6143-41ea-a129-b7a8bae3a8b9,29f8fbc0-0443-4165-a22f-7d29c09589ff,2024-01-30 12:33:43,1073,together,Toys,3,508.49,146.94,PayPal,"7740 Richard Club
New David, MP 93867",Shipped
c6b8aa05-10a0-408b-8cdd-4f6e9d126379,528af031-8f71-4d23-a610-c6b2087f0fe4,2024-07-08 10:29:34,1069,gas,Home,3,444.1,1198.71,Cash,"7142 Brown Avenue Suite 987
New Dianamouth, WV 37931",Delivered
f52f9941-e6be-49b0-80d0-85e5d2b023fc,eabc4ec2-a80e-4658-bb80-8ecba177ba75,2024-02-11 05:51:06,1057,shake,Electronics,4,47.55,3852.72,Cash,"2882 Wheeler Curve Suite 211
Williamsside, CT 26347",Delivered
0d420efd-0d37-4041-874c-0569b5f20d5f,879690d0-4b64-4599-9d5a-1c65b4caf47d,2024-08-18 17:57:36,1072,generation,Clothing,2,674.57,1969.58,PayPal,"3513 Carlson Brooks
New Ashleyton, AK 82426",Shipped
dec9def4-a63a-495a-b51b-9a007b20756f,82acaa59-67f1-421d-815d-07e449ed862b,2024-06-02 12:24:49,1056,instead,Electronics,5,249.59,1908.0,Credit Card,"Unit 7369 Box 9323
DPO AE 91812",Pending
3d07b149-44e1-4142-9dd8-1bd1d7572724,f552fdd3-acae-4daf-8bd2-9c534eae8a4e,2024-10-30 02:10:59,1084,senior,Books,3,78.63,43.76,Credit Card,"6805 Kyle Loaf Apt. 370
Lindsayside, AS 53771",Pending
e79225b2-57c7-4320-b08b-d10c103eee4f,ad1a1890-8239-48ba-bc7b-fef613cb6a60,2024-10-30 05:45:29,1032,station,Electronics,2,756.21,762.9,Credit Card,"4013 Patrick Village
Wrighttown, GU 79312",Shipped
368553ac-5d8b-4d3e-8271-e2c06e83a3f8,87895cae-7be3-46bf-85cb-ae93800f1654,2024-05-12 12:40:49,1082,show,Toys,4,959.27,577.93,Bank Transfer,"6931 Sheila Harbor Suite 428
Smithfurt, KY 21194",Delivered
1e61dd26-0e23-496f-be19-9fb324b42d51,a62742b7-3110-4b3f-ac05-7461b3128746,2024-10-30 15:13:25,1100,we,Books,2,612.76,562.83,Cash,"71448 Jason Run
East Brandon, CO 15699",Cancelled
48956c96-33ca-4544-aef2-b789aac02812,e55aa19b-d448-4e6b-a6de-75877089ab15,2024-07-11 14:19:54,1098,again,Home,4,310.28,193.62,Bank Transfer,"4343 Lauren Knolls Suite 701
Ortizburgh, MI 69452",Shipped
7abc6d9c-82f7-4066-be4d-59225600f2cd,b4d50d2c-dffb-4fd4-ac43-d371253cfce7,2024-01-24 07:36:52,1055,boy,Books,1,892.21,107.07,PayPal,"PSC 9779, Box 5660
APO AE 61789",Delivered
ac5e9139-7ee1-44d3-ae3c-a93ae4071278,c91a7f4d-6a7d-422c-8574-3938c0612a22,2024-04-16 14:32:08,1044,strong,Books,3,622.61,3380.8,Bank Transfer,"0708 Johnson Unions Suite 329
West Heatherstad, SC 96512",Delivered
a88c34db-eab4-4535-b88f-774cebba3d8e,47d4872f-2edf-4cca-9cd7-9f3d5edbcb34,2024-07-13 15:11:15,1060,even,Clothing,3,841.68,2773.3,Credit Card,"125 Renee Tunnel Suite 253
West Jefferymouth, IN 54216",Pending
21bf75b8-f0f6-4dc0-98f9-eb526d324320,5fc10e04-bb71-44f0-a194-c01fff83b4f3,2024-04-22 23:36:21,1077,view,Clothing,5,716.93,709.63,Credit Card,"0913 Gomez Plains
East Charlesfurt, AK 87819",Delivered
bc5cc66f-3e4f-454f-a699-d5092f169f53,ca4fc2fd-66a0-4dd8-bcc2-2a02744068ac,2024-08-05 03:40:37,1013,high,Electronics,3,164.09,2940.84,Cash,"3930 Wilson Ports
Susanland, SC 19841",Pending
f0bef91f-4e55-402d-92f9-7a44524a1a59,50acb8e8-705e-473a-9171-a550ee61b0a3,2024-03-04 23:22:17,1021,situation,Home,4,936.17,3999.64,Credit Card,"90284 Newton Roads
West Joseph, SC 96915",Delivered
31b1fc9b-c229-4cde-a420-12228a6d6e54,9741b6f9-2f73-45ec-8d3e-0190cfaccefd,2023-12-14 22:00:01,1093,sign,Electronics,1,446.85,64.53,Bank Transfer,"16975 Moore Vista Apt. 204
Port Kimberly, DC 71309",Shipped
f6fa5495-a7c4-46d7-ad68-b5bfcd61c54c,24cda9c4-f67b-4a75-8cb3-d11140aaa3b5,2024-01-20 08:48:22,1049,word,Toys,4,994.76,861.97,Credit Card,"445 Daniels Extension
Hughesview, VI 99289",Pending
8397ae28-cf94-4b3d-a7a1-74d5390b406e,1808e573-ab2c-4011-a607-65e69c923660,2024-09-30 03:57:00,1065,threat,Home,3,604.9,3802.84,Cash,"8384 Gallagher Junctions
Lake Anthony, FL 06290",Delivered
5f1bfb38-7073-4420-b2ef-f5a3a7766843,b59a2655-a6eb-43e8-9433-3b4f7fe94977,2023-11-23 04:27:08,1084,administration,Home,4,879.22,265.83,Bank Transfer,"9338 John Road Apt. 968
Greggland, MI 60715",Cancelled
191eec0d-5934-43e6-a036-c256848117ec,5deb7739-b85f-4904-8d1c-f51867835d8b,2024-08-24 14:44:21,1052,prepare,Home,3,560.16,385.92,PayPal,"06424 Cooper View Suite 351
Kennedychester, ND 54162",Cancelled
c60785e0-cd9b-45a0-941a-7b6510e131d5,e0edcbec-02b0-4350-94c4-43ee5c9b2c08,2024-02-27 20:14:42,1093,whatever,Home,3,201.31,855.38,Bank Transfer,"1074 Garcia Lodge
East Paulaview, PW 60772",Shipped
e43aca81-aeaf-4eaf-ae50-87ac93c5ed46,f951448e-bdc2-4bf7-be6d-ccc5970ffdd8,2024-09-28 05:04:40,1036,movement,Electronics,1,103.59,892.43,Cash,"0322 Butler Brooks Suite 886
Charlesport, HI 08424",Pending
7c2d99f5-8ea6-4d15-954d-36f094a18a9c,26b09c9c-8004-40bf-80f5-6920ce3acce4,2024-02-13 08:52:49,1091,similar,Clothing,5,417.69,1425.35,Credit Card,"9294 Michelle Lakes
Wilsonborough, MO 26552",Pending
36b2689a-f9f8-4b5b-8490-f5024cf39de1,0da86a48-c5df-4f58-8f43-d3a143fb5d37,2024-03-08 09:33:39,1047,even,Books,4,595.58,133.55,PayPal,"51774 Angela Ramp Apt. 997
Masonland, WI 86189",Pending
8986542f-bf6d-4a9c-8ecf-ed5728a23447,a498914a-1719-4cbe-814b-b9f8ec540d2f,2024-01-11 18:12:01,1002,their,Electronics,5,373.43,2148.75,Credit Card,"70946 John Mountain Apt. 070
Lopezland, VI 74000",Shipped
54f6f83f-3315-492e-be3d-b1f4b6b14c2a,77ccb6af-36d1-496e-a5b6-19d26f9fd689,2024-10-21 03:33:31,1078,box,Electronics,3,898.71,764.06,Cash,"4230 Wells Pass Suite 026
Bridgesville, SD 56726",Pending
8b906532-70de-4f94-ba36-e0930dfdfdc6,242d40b2-68c3-42a9-a54b-193f60451122,2024-01-22 02:42:41,1027,dream,Toys,5,135.61,1175.16,Bank Transfer,"59156 Donald Mews
New Davidtown, CA 05186",Cancelled
efd9312e-62f4-46bd-b2ff-9fd7e45becf9,1be2f56e-27e2-484f-8da4-e4fc7bbace02,2024-10-18 19:33:40,1062,near,Home,3,732.82,3919.68,PayPal,"491 Jessica Tunnel Apt. 559
North Rhonda, NV 10456",Delivered
dd9726d9-1b33-4594-80b5-1db98acda98a,792817c9-f8cf-4eba-8cde-6c0ea575f30e,2024-02-03 13:22:57,1088,agree,Home,3,789.52,1704.36,Bank Transfer,"6158 Linda Rapid
Larrymouth, FM 35588",Cancelled
04877880-0b32-474c-9a50-05132b31cbef,f441da57-5d58-4e21-869b-60292add7420,2024-07-08 00:29:36,1097,door,Electronics,4,118.99,1717.53,Cash,"47024 Hayes Track
Port Marcus, HI 68244",Cancelled
9f3be6ce-c334-4b0b-9b9d-0cf2d6e8fb8e,7f91acc5-eadb-4204-9f9e-0c565f4c7c94,2024-02-23 09:56:43,1039,body,Books,3,967.48,1126.55,Cash,"5795 Andrea Harbors Suite 580
South Cindyside, NC 01083",Shipped
7474b35e-f864-4705-b517-544b208ce4cd,72fe2780-5205-4113-b4ce-bec46e0905ca,2024-03-30 06:56:24,1062,pay,Electronics,4,796.6,643.97,Cash,"971 Jimmy Mountain Suite 853
East Keithville, RI 83448",Pending
a2676485-d8af-404f-9439-b2f30b4ade91,b952f22a-1f92-4a8a-bf9b-2ce518e38490,2024-08-27 19:49:22,1002,amount,Home,2,767.27,1752.06,Credit Card,"USNV Ray
FPO AP 86707",Cancelled
6585abd6-c8ee-4c9e-a9bd-ff379e928c02,98b7e71c-d8ee-447b-93dc-d723a21cbae3,2024-02-20 12:38:33,1095,truth,Toys,5,422.95,3628.65,Credit Card,"85369 Gregory Falls
Ryanmouth, SD 23512",Delivered
dc128ab5-50cc-40ed-bf6c-0a41744b356c,2aa1150e-fff1-414e-be9f-69c5d74a0190,2023-11-22 19:13:37,1005,system,Electronics,3,858.24,2586.6,Cash,"8043 Aguilar Prairie Apt. 070
North Johnburgh, IA 38061",Cancelled
335c6bf7-289b-450b-83f1-ed936a4a91b6,dba5676b-78dc-4426-835e-5e5dc598e82a,2024-05-26 19:24:16,1053,clearly,Toys,3,838.97,301.55,PayPal,"502 John Radial Apt. 466
West Patricia, DE 84741",Cancelled
73820a6b-0962-4db5-bfda-516e862013e9,a517bdd3-cf70-424b-b9fe-ba8bd9d784de,2024-05-17 18:17:28,1094,blood,Home,3,169.36,2839.95,Cash,"499 Margaret Mills
Ericafort, HI 11792",Pending
3753c1d0-0c08-4731-8b29-7bb870faf6cc,948ee82e-4f43-41bf-87c8-0875991646aa,2024-07-13 18:01:32,1091,draw,Toys,5,915.18,248.82,Cash,"164 Martinez Mountain
Port Robert, RI 93964",Shipped
0b71dbf4-46ca-4e7b-bbba-58dbbaf3f08a,34b6302a-048d-4f66-9424-1f82f039d57d,2024-09-01 13:00:36,1097,enter,Electronics,4,410.83,2572.5,Cash,"59238 Murray Mission Suite 206
Judytown, VA 52491",Delivered
e3c691ec-5f56-4e3d-90a9-32a4f3572d60,243fd9b5-a329-49e7-8185-25f04cbd0e1c,2024-03-10 14:25:29,1036,month,Clothing,1,538.7,753.63,Bank Transfer,"14980 Daniel Fords Apt. 389
Morrisburgh, KS 83196",Shipped
4d06c55d-f5c8-479a-b465-e620fd157ec0,e39c5412-ca16-41e2-8050-47e4d99fef3f,2024-05-17 11:54:42,1023,a,Electronics,4,454.11,1014.88,Credit Card,"6823 Hill Avenue Suite 966
Joneston, LA 96579",Cancelled
4475e6c3-e591-4e5f-9f48-5b24228fb545,d82c1db6-3b01-428d-871e-1a68fa3a606c,2024-02-23 02:40:30,1052,style,Home,3,663.89,1374.06,Bank Transfer,"85396 Cindy Ways Suite 367
Carterhaven, OK 16474",Delivered
61f374aa-e5fc-496e-8b4b-d1f096bb01e6,03a6a3cc-eae0-4250-9f94-6c412ab594af,2023-12-17 19:36:07,1095,chance,Electronics,2,114.73,267.79,Bank Transfer,"58100 Gordon Lights Apt. 667
Stonebury, NJ 85786",Pending
cbac2591-b0fe-4411-ac8e-624383514376,5769ffc9-64d9-4f06-bffc-5794b9fa90d2,2024-06-25 12:09:22,1100,home,Electronics,5,98.07,14.71,PayPal,"9141 Sarah Shores Suite 733
Clarencefurt, NE 57261",Shipped
919f8895-714a-4991-aab3-e4cf9b2a5732,90fe9adb-9663-4605-ad6b-e92a25ed677d,2024-06-28 06:12:46,1050,successful,Clothing,5,767.0,365.75,Cash,"14432 Jose Springs Apt. 627
North Robert, NE 42929",Pending
c65b580b-edf7-45dc-9a4f-75ccc87fe628,4b1ff92b-646f-41ee-ac35-f4f8ecfe3ca4,2024-04-07 09:26:51,1044,social,Books,4,919.05,721.16,Credit Card,"5791 Joy Dale
Katherineville, OH 34906",Shipped
3a558c4f-4b19-4ccb-a236-1c0f905241f5,96fb3536-c07b-4959-9f33-d579dee0d06b,2024-07-28 05:45:44,1056,move,Electronics,5,388.53,1837.16,Credit Card,"6513 Roy Circles Apt. 942
North Laura, AZ 77478",Shipped
2c98bdc7-255f-4123-9c76-469447862d98,6a1b62d1-92ba-468e-bb3c-9d2618f367e0,2024-05-25 03:27:51,1089,might,Toys,3,483.42,372.81,Cash,"8325 Deanna Forks
Brownside, MO 77127",Cancelled
16cd2060-be1e-42c8-a625-71b4260a5047,140a403a-f0cf-40ba-bc6c-1e639eced06d,2024-03-01 09:43:32,1032,city,Books,2,346.41,2764.92,PayPal,"1434 Martinez Creek Apt. 291
Robinsonmouth, FL 31671",Shipped
399420bf-857c-4fb2-bf48-6873e9751f33,194f090f-6733-4cb1-874d-d711b562f3e4,2024-01-16 02:14:55,1005,stuff,Books,5,597.66,966.74,Credit Card,"87402 Jason Haven
West April, OR 69578",Shipped
95934558-87ba-4b77-bf31-84d9f66dc6cd,e9f32486-8fad-462e-afc0-66cb6c11dcca,2024-05-29 17:46:32,1004,ability,Home,4,936.33,3616.28,PayPal,"47984 Guerra Highway
East Mitchellville, AS 98661",Shipped
950575b3-6cbc-49e8-baad-2fc724563c7e,64489c43-bd83-4980-8285-0c8e4ef52aa5,2024-03-31 11:13:43,1050,call,Electronics,5,33.45,2884.3,Cash,"877 Victor Mall
South Jenna, VI 89982",Pending
31ca091c-372a-43dc-92b1-27b59d78f91b,849b88be-214f-4470-bd19-44c550c691f5,2024-03-29 05:11:18,1020,development,Books,3,270.58,2519.1,Cash,"2023 Jerry Oval
West Jason, ME 47989",Shipped
ec298938-471d-4983-bac4-b34e6357e55d,e135188f-4333-422e-94a0-3a0ddcb007e8,2024-10-22 02:42:14,1010,drug,Toys,4,304.75,1447.12,Bank Transfer,"1649 Heather Coves
Smithland, MA 20607",Cancelled
dfaa1ed8-0325-43d5-9760-ffb2660c9852,0f5a875e-5ab1-4f66-a9bc-14469614d545,2024-01-11 17:51:23,1090,hair,Home,3,677.1,574.34,Bank Transfer,"623 Davis Glen
Conwayfurt, NY 07457",Delivered
f1835dce-a47a-4a47-bc73-cad7ae289781,3e018bf4-e1e5-49d2-a8f0-6f029f331807,2024-09-14 21:47:47,1090,house,Books,3,820.19,931.44,Cash,"38684 Kevin Overpass
East Kyle, SC 75575",Shipped
bff7c0f7-a5b1-48db-b88d-a8f0c6baa37d,795c8056-727b-42da-a2be-5ee3e3052fd2,2024-07-20 16:13:47,1026,quite,Books,1,503.84,354.87,PayPal,"431 Rivera Wells
North Shannon, RI 22189",Pending
b2876024-d5bc-4767-a49f-1d7f874d9d0d,48f22495-d2a5-41f0-ae78-87e4c81117cb,2024-10-18 03:04:24,1090,west,Toys,4,702.42,2564.32,Cash,"176 James Dam
Ericksonhaven, IA 45036",Cancelled
1b8790b9-b402-41cb-be85-3ab60caedc86,82fc8b57-68fb-461b-a3c5-6315a60f0df8,2024-04-04 14:32:46,1087,line,Books,4,190.42,759.96,PayPal,"9871 Walter Loaf Apt. 385
New Melindaton, LA 40857",Pending
12fb703d-3a30-4602-8462-1b36d17c4785,018adf24-ec64-4675-9abd-fe172fe570dc,2024-06-10 01:04:45,1030,foreign,Toys,2,301.55,371.64,Cash,"885 Allison Stream
Wrightchester, OH 93477",Pending
56ad9c82-f66b-4d77-9f61-7879ffe24388,176f0130-6469-471e-9df4-62e8f51d465d,2024-09-14 09:22:12,1005,his,Clothing,1,866.62,2984.43,Cash,"36666 Tiffany Fall
New Cherylton, UT 91529",Shipped
3481c91a-2f28-47a8-a6c6-dbb9e78b3921,5e3b774f-8ef4-4579-811c-68f56306bb86,2024-04-24 11:56:16,1020,really,Toys,3,82.99,390.56,Credit Card,"Unit 8142 Box 6864
DPO AA 75547",Shipped
59e80d54-0be6-4265-bf5e-2e21beec270b,125b7a75-f088-4689-8c53-6e51557ac7e7,2024-08-31 18:22:00,1092,country,Home,5,67.68,647.8,Cash,"9226 Cindy Camp
Lake Codyshire, NJ 81031",Delivered
6bf72889-9bb6-463e-b0df-613062e05505,f2e5655c-6976-44b5-88d1-4cff45ad466e,2024-11-03 04:32:42,1032,along,Clothing,2,239.31,638.04,PayPal,"9017 Wilson Street Suite 708
Jenniferchester, MD 34572",Pending
742bc1e7-4724-4f3b-9f13-87bf8a81ae65,9b95565e-2d1e-4396-9f29-d4fbec6e80f9,2023-11-19 22:16:40,1029,trade,Electronics,2,549.59,2256.66,PayPal,"95800 Mary Bridge Suite 472
Aguilarbury, FL 62086",Pending
3a3c7c03-3257-4459-85dc-239977edca89,b765803f-1a23-497f-b811-ea2fc56123f2,2023-11-30 19:53:44,1045,one,Home,3,618.32,2584.96,Cash,"1809 Perez Crest
South David, MH 73540",Shipped
95c0ef72-dd11-45ad-a024-5f6b0ded9b5e,2dc0f0b9-a0ba-4129-8454-8eb4a6e6d980,2024-08-03 17:11:58,1082,unit,Clothing,5,850.97,623.35,Credit Card,"2318 Billy Flats
Baileystad, MT 34058",Cancelled
e76feec6-e405-425c-b1d3-9ab0805e2cf2,2ed2dadc-ee4b-4987-9489-0a1f83fce011,2023-11-27 15:51:55,1040,trouble,Clothing,4,20.77,177.54,Cash,"414 Perry Loaf Suite 997
Herrerachester, KY 73573",Pending
076ab246-5509-4d29-a2bc-221ea548becb,de4e512d-a38f-42d0-8c9e-5ae349cce431,2024-01-22 18:23:30,1061,south,Electronics,5,312.29,1625.52,Bank Transfer,"1150 Alison Lakes
Bridgesstad, GU 54483",Cancelled
dd4125f5-6c9e-4f10-b10b-67c5774794f7,63d16115-a8c3-4def-bdaa-930d92f0ed7d,2024-06-06 17:07:37,1019,practice,Home,3,921.05,955.4,PayPal,"PSC 6977, Box 6218
APO AP 04589",Delivered
7740ed08-dd74-44db-a5f4-a07d5a36c947,4f2eabcd-753a-4654-8ffb-925268f5bd04,2024-07-06 11:18:47,1057,strong,Clothing,3,259.99,55.73,Cash,"319 Lee Meadow Apt. 021
West Michelletown, NM 82722",Cancelled
a1af0bc6-3d19-4723-b095-430965bfbc0b,42752d25-01bd-405e-bfb6-8a1a7dca7d76,2024-07-13 06:08:29,1027,professor,Toys,1,357.65,3702.2,Credit Card,"8472 Allen Garden
North Amberport, NJ 57208",Delivered
dee62398-9d82-4cc6-a8f7-0f0e04106d7f,d37a32f9-a8f6-4d9b-a900-0867fdc687b9,2024-11-12 11:44:38,1094,about,Books,2,948.65,1011.09,Credit Card,"9675 Olson Island Suite 050
Port Jennifer, NE 58482",Shipped
6098073c-03bb-42c4-b28e-38eab6c752e4,313a94b3-8820-411d-a2eb-82daeb4746a9,2024-04-07 22:04:19,1071,follow,Home,3,581.72,1275.4,Credit Card,"467 Timothy Fork Apt. 527
Nelsonchester, IA 36839",Cancelled
e2739230-bb12-47aa-8cfd-5048c8323330,00672a36-614f-454c-aff9-0e7b189ab56c,2023-11-27 19:56:07,1085,yes,Clothing,4,446.77,2422.48,Cash,"806 Laura Valley Apt. 193
North Karl, VT 31639",Shipped
8ea02b6d-8737-40ba-a0f0-7fc70485507b,eabe323f-61c0-447f-9bc6-f300557ca049,2024-03-26 12:53:30,1067,inside,Clothing,3,102.1,1089.44,Cash,"0672 Jones Springs
South Stephaniefort, OK 43390",Cancelled
7e0c95a8-03b9-42d5-ad8a-7da68d9b37ce,3062e9be-00f2-4658-b21b-20a5a5d0b1cf,2024-04-03 02:59:03,1024,realize,Books,5,186.58,688.76,PayPal,"84558 Michelle Path Apt. 072
Kimfurt, PW 68519",Shipped
a30b646a-86e8-4a68-9ac2-69608201c130,cd67915c-a51c-47b5-9afa-c431bde5ece9,2024-09-24 21:43:10,1005,develop,Home,4,725.35,437.01,Bank Transfer,"USS Gardner
FPO AA 95874",Shipped
